Header/Consignment/Consignor/Address/streetAndNumber;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$Consignor} > ${L_Model$$Address} > ${L_Model$$StreetAndNumber}
Header/Consignment/Consignor/Address/postcode;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$Consignor} > ${L_Model$$Address} > ${L_Model$$Postcode}
Header/Consignment/Consignor/Address/city;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$Consignor} > ${L_Model$$Address} > ${L_Model$$City}
Header/Consignment/Consignor/Address/country;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$Consignor} > ${L_Model$$Address} > ${L_Model$$Country}
Header/Consignment/Consignor/Address/country/Code;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$Consignor} > ${L_Model$$Address} > ${L_Model$$Country} > ${CountryCode}
Header/Consignment/Consignor/Address/country/Description;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$Consignor} > ${L_Model$$Address} > ${L_Model$$Country} > ${Description}
Header/Consignment/Consignor/Address/country/ValidFrom;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$Consignor} > ${L_Model$$Address} > ${L_Model$$Country} > ${Valid from}
Header/Consignment/Consignor/Address/country/ValidTo;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$Consignor} > ${L_Model$$Address} > ${L_Model$$Country} > ${Valid to}
Header/Consignment/Consignor/Address/country/Lng;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$Consignor} > ${L_Model$$Address} > ${L_Model$$Country} > ${Description language}
Header/Consignment/Consignor/Address/country/_description;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$Consignor} > ${L_Model$$Address} > ${L_Model$$Country} > ${_ description}
Header/Consignment/Consignor/ContactPerson;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$Consignor} > ${L_Model$$ContactPerson}
Header/Consignment/Consignor/ContactPerson/name;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$Consignor} > ${L_Model$$ContactPerson} > ${L_Model$$Name}
Header/Consignment/Consignor/ContactPerson/phoneNumber;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$Consignor} > ${L_Model$$ContactPerson} > ${L_Model$$PhoneNumber}
Header/Consignment/Consignor/ContactPerson/eMailAddress;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$Consignor} > ${L_Model$$ContactPerson} > ${L_Model$$EMailAddress}
Header/Consignment/Consignee;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$Consignee}
Header/Consignment/Consignee/identificationNumber;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$Consignee} > ${L_Model$$IdentificationNumber}
Header/Consignment/Consignee/name;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$Consignee} > ${L_Model$$Name}
Header/Consignment/Consignee/Address;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$Consignee} > ${L_Model$$Address}
Header/Consignment/Consignee/Address/streetAndNumber;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$Consignee} > ${L_Model$$Address} > ${L_Model$$StreetAndNumber}
Header/Consignment/Consignee/Address/postcode;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$Consignee} > ${L_Model$$Address} > ${L_Model$$Postcode}
Header/Consignment/Consignee/Address/city;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$Consignee} > ${L_Model$$Address} > ${L_Model$$City}
Header/Consignment/Consignee/Address/country;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$Consignee} > ${L_Model$$Address} > ${L_Model$$Country}
Header/Consignment/Consignee/Address/country/Code;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$Consignee} > ${L_Model$$Address} > ${L_Model$$Country} > ${CountryCode}
Header/Consignment/Consignee/Address/country/Description;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$Consignee} > ${L_Model$$Address} > ${L_Model$$Country} > ${Description}
Header/Consignment/Consignee/Address/country/ValidFrom;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$Consignee} > ${L_Model$$Address} > ${L_Model$$Country} > ${Valid from}
Header/Consignment/Consignee/Address/country/ValidTo;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$Consignee} > ${L_Model$$Address} > ${L_Model$$Country} > ${Valid to}
Header/Consignment/Consignee/Address/country/Lng;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$Consignee} > ${L_Model$$Address} > ${L_Model$$Country} > ${Description language}
Header/Consignment/Consignee/Address/country/_description;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$Consignee} > ${L_Model$$Address} > ${L_Model$$Country} > ${_ description}
Header/Consignment/AdditionalSupplyChainActor;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$AdditionalSupplyChainActor}
Header/Consignment/AdditionalSupplyChainActor[];${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$AdditionalSupplyChainActor} ${IX_AdditionalSupplyChainActor}
Header/Consignment/AdditionalSupplyChainActor/role;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$AdditionalSupplyChainActor} ${IX_AdditionalSupplyChainActor} > ${L_Model$$Role}
Header/Consignment/AdditionalSupplyChainActor/role/Code;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$AdditionalSupplyChainActor} ${IX_AdditionalSupplyChainActor} > ${L_Model$$Role} > ${Role}
Header/Consignment/AdditionalSupplyChainActor/role/Description;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$AdditionalSupplyChainActor} ${IX_AdditionalSupplyChainActor} > ${L_Model$$Role} > ${Description}
Header/Consignment/AdditionalSupplyChainActor/role/ValidFrom;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$AdditionalSupplyChainActor} ${IX_AdditionalSupplyChainActor} > ${L_Model$$Role} > ${Valid from}
Header/Consignment/AdditionalSupplyChainActor/role/ValidTo;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$AdditionalSupplyChainActor} ${IX_AdditionalSupplyChainActor} > ${L_Model$$Role} > ${Valid to}
Header/Consignment/AdditionalSupplyChainActor/role/_description;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$AdditionalSupplyChainActor} ${IX_AdditionalSupplyChainActor} > ${L_Model$$Role} > ${_ description}
Header/Consignment/AdditionalSupplyChainActor/role/Lng;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$AdditionalSupplyChainActor} ${IX_AdditionalSupplyChainActor} > ${L_Model$$Role} > ${Description language}
Header/Consignment/AdditionalSupplyChainActor/identificationNumber;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$AdditionalSupplyChainActor} ${IX_AdditionalSupplyChainActor} > ${L_Model$$IdentificationNumber}
Header/Consignment/TransportEquipment;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$TransportEquipment}
Header/Consignment/TransportEquipment[];${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$TransportEquipment} ${IX_TransportEquipment}
Header/Consignment/TransportEquipment/containerIdentificationNumber;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$TransportEquipment} ${IX_TransportEquipment} > ${L_Model$$ContainerIdentificationNumber}
Header/Consignment/TransportEquipment/numberOfSeals;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$TransportEquipment} ${IX_TransportEquipment} > ${L_Model$$NumberOfSeals}
Header/Consignment/TransportEquipment/Seal;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$TransportEquipment} ${IX_TransportEquipment} > ${L_Model$$Seal}
Header/Consignment/TransportEquipment/Seal[];${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$TransportEquipment} ${IX_TransportEquipment} > ${L_Model$$Seal} ${IX_Seal}
Header/Consignment/TransportEquipment/Seal/identifier;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$TransportEquipment} ${IX_TransportEquipment} > ${L_Model$$Seal} ${IX_Seal} > ${L_Model$$Identifier}
Header/Consignment/TransportEquipment/GoodsReference;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$TransportEquipment} ${IX_TransportEquipment} > ${L_Model$$GoodsReference}
Header/Consignment/TransportEquipment/GoodsReference[];${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$TransportEquipment} ${IX_TransportEquipment} > ${L_Model$$GoodsReference} ${IX_GoodsReference}
Header/Consignment/TransportEquipment/GoodsReference/declarationGoodsItemNumber;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$TransportEquipment} ${IX_TransportEquipment} > ${L_Model$$GoodsReference} ${IX_GoodsReference} > ${L_Model$$DeclarationGoodsItemNumber}
Header/Consignment/LocationOfGoods;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods}
Header/Consignment/LocationOfGoods/typeOfLocation;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$TypeOfLocation}
Header/Consignment/LocationOfGoods/typeOfLocation/Code;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$TypeOfLocation} > ${TypeOfLocation}
Header/Consignment/LocationOfGoods/typeOfLocation/Description;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$TypeOfLocation} > ${Description}
Header/Consignment/LocationOfGoods/typeOfLocation/ValidFrom;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$TypeOfLocation} > ${Valid from}
Header/Consignment/LocationOfGoods/typeOfLocation/ValidTo;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$TypeOfLocation} > ${Valid to}
Header/Consignment/LocationOfGoods/typeOfLocation/_description;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$TypeOfLocation} > ${_ description}
Header/Consignment/LocationOfGoods/typeOfLocation/Lng;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$TypeOfLocation} > ${Description language}
Header/Consignment/LocationOfGoods/qualifierOfIdentification;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$QualifierOfIdentification}
Header/Consignment/LocationOfGoods/qualifierOfIdentification/Code;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$QualifierOfIdentification} > ${QualifierOfTheIdentification}
Header/Consignment/LocationOfGoods/qualifierOfIdentification/Description;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$QualifierOfIdentification} > ${Description}
Header/Consignment/LocationOfGoods/qualifierOfIdentification/ValidFrom;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$QualifierOfIdentification} > ${Valid from}
Header/Consignment/LocationOfGoods/qualifierOfIdentification/ValidTo;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$QualifierOfIdentification} > ${Valid to}
Header/Consignment/LocationOfGoods/qualifierOfIdentification/_description;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$QualifierOfIdentification} > ${_ description}
Header/Consignment/LocationOfGoods/qualifierOfIdentification/Lng;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$QualifierOfIdentification} > ${Description language}
Header/Consignment/LocationOfGoods/authorisationNumber;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$AuthorisationNumber}
Header/Consignment/LocationOfGoods/additionalIdentifier;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$AdditionalIdentifier}
Header/Consignment/LocationOfGoods/UNLocode;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$UNLocode}
Header/Consignment/LocationOfGoods/UNLocode/Code;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$UNLocode} > ${UnLocodeExtendedCode}
Header/Consignment/LocationOfGoods/UNLocode/Name;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$UNLocode} > ${Name}
Header/Consignment/LocationOfGoods/UNLocode/Change;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$UNLocode} > ${Change}
Header/Consignment/LocationOfGoods/UNLocode/Subdivision;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$UNLocode} > ${Subdivision}
Header/Consignment/LocationOfGoods/UNLocode/Function;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$UNLocode} > ${Function}
Header/Consignment/LocationOfGoods/UNLocode/Status;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$UNLocode} > ${Status}
Header/Consignment/LocationOfGoods/UNLocode/Date_;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$UNLocode} > ${Date}
Header/Consignment/LocationOfGoods/UNLocode/Coordinates;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$UNLocode} > ${Coordinates}
Header/Consignment/LocationOfGoods/UNLocode/Comment_;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$UNLocode} > ${Comment}
Header/Consignment/LocationOfGoods/UNLocode/Description;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$UNLocode} > ${Description}
Header/Consignment/LocationOfGoods/UNLocode/ValidFrom;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$UNLocode} > ${Valid from}
Header/Consignment/LocationOfGoods/UNLocode/ValidTo;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$UNLocode} > ${Valid to}
Header/Consignment/LocationOfGoods/UNLocode/_description;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$UNLocode} > ${_ description}
Header/Consignment/LocationOfGoods/UNLocode/Lng;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$UNLocode} > ${Description language}
Header/Consignment/LocationOfGoods/CustomsOffice;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$CustomsOffice}
Header/Consignment/LocationOfGoods/CustomsOffice/referenceNumber;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$CustomsOffice} > ${L_Model$$ReferenceNumber}
Header/Consignment/LocationOfGoods/CustomsOffice/referenceNumber/Code;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$CustomsOffice} > ${L_Model$$ReferenceNumber} > ${ReferenceNumber}
Header/Consignment/LocationOfGoods/CustomsOffice/referenceNumber/Description;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$CustomsOffice} > ${L_Model$$ReferenceNumber} > ${Description}
Header/Consignment/LocationOfGoods/CustomsOffice/referenceNumber/ValidFrom;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$CustomsOffice} > ${L_Model$$ReferenceNumber} > ${Valid from}
Header/Consignment/LocationOfGoods/CustomsOffice/referenceNumber/ValidTo;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$CustomsOffice} > ${L_Model$$ReferenceNumber} > ${Valid to}
Header/Consignment/LocationOfGoods/CustomsOffice/referenceNumber/_description;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$CustomsOffice} > ${L_Model$$ReferenceNumber} > ${_ description}
Header/Consignment/LocationOfGoods/CustomsOffice/referenceNumber/Lng;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$CustomsOffice} > ${L_Model$$ReferenceNumber} > ${Description language}
Header/Consignment/LocationOfGoods/GNSS;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$GNSS}
Header/Consignment/LocationOfGoods/GNSS/latitude;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$GNSS} > ${L_Model$$Latitude}
Header/Consignment/LocationOfGoods/GNSS/longitude;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$GNSS} > ${L_Model$$Longitude}
Header/Consignment/LocationOfGoods/EconomicOperator;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$EconomicOperator}
Header/Consignment/LocationOfGoods/EconomicOperator/identificationNumber;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$EconomicOperator} > ${L_Model$$IdentificationNumber}
Header/Consignment/LocationOfGoods/Address;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$Address}
Header/Consignment/LocationOfGoods/Address/streetAndNumber;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$Address} > ${L_Model$$StreetAndNumber}
Header/Consignment/LocationOfGoods/Address/postcode;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$Address} > ${L_Model$$Postcode}
Header/Consignment/LocationOfGoods/Address/city;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$Address} > ${L_Model$$City}
Header/Consignment/LocationOfGoods/Address/country;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$Address} > ${L_Model$$Country}
Header/Consignment/LocationOfGoods/Address/country/Code;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$Address} > ${L_Model$$Country} > ${CountryCode}
Header/Consignment/LocationOfGoods/Address/country/TccEntryDate;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$Address} > ${L_Model$$Country} > ${TccEntryDate}
Header/Consignment/LocationOfGoods/Address/country/NctsEntryDate;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$Address} > ${L_Model$$Country} > ${NctsEntryDate}
Header/Consignment/LocationOfGoods/Address/country/GeoNomenclatureCode;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$Address} > ${L_Model$$Country} > ${GeoNomenclatureCode}
Header/Consignment/LocationOfGoods/Address/country/CountryRegimeCode;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$Address} > ${L_Model$$Country} > ${CountryRegimeCode}
Header/Consignment/LocationOfGoods/Address/country/Description;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$Address} > ${L_Model$$Country} > ${Description}
Header/Consignment/LocationOfGoods/Address/country/ValidFrom;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$Address} > ${L_Model$$Country} > ${Valid from}
Header/Consignment/LocationOfGoods/Address/country/ValidTo;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$Address} > ${L_Model$$Country} > ${Valid to}
Header/Consignment/LocationOfGoods/Address/country/_description;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$Address} > ${L_Model$$Country} > ${_ description}
Header/Consignment/LocationOfGoods/Address/country/Lng;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$Address} > ${L_Model$$Country} > ${Description language}
Header/Consignment/LocationOfGoods/ContactPerson;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$ContactPerson}
Header/Consignment/LocationOfGoods/ContactPerson/name;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$ContactPerson} > ${L_Model$$Name}
Header/Consignment/LocationOfGoods/ContactPerson/phoneNumber;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$ContactPerson} > ${L_Model$$PhoneNumber}
Header/Consignment/LocationOfGoods/ContactPerson/eMailAddress;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$ContactPerson} > ${L_Model$$EMailAddress}
Header/Consignment/LocationOfGoods/roleCO;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$CustomsOfficeRole}
Header/Consignment/LocationOfGoods/PostcodeAddress;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$PostcodeAddress}
Header/Consignment/LocationOfGoods/PostcodeAddress/houseNumber;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$PostcodeAddress} > ${L_Model$$HouseNumber}
Header/Consignment/LocationOfGoods/PostcodeAddress/postcode;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$PostcodeAddress} > ${L_Model$$Postcode}
Header/Consignment/LocationOfGoods/PostcodeAddress/country;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$PostcodeAddress} > ${L_Model$$Country}
Header/Consignment/LocationOfGoods/PostcodeAddress/country/Code;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$PostcodeAddress} > ${L_Model$$Country} > ${CountryCode}
Header/Consignment/LocationOfGoods/PostcodeAddress/country/Description;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$PostcodeAddress} > ${L_Model$$Country} > ${Description}
Header/Consignment/LocationOfGoods/PostcodeAddress/country/ValidFrom;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$PostcodeAddress} > ${L_Model$$Country} > ${Valid from}
Header/Consignment/LocationOfGoods/PostcodeAddress/country/ValidTo;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$PostcodeAddress} > ${L_Model$$Country} > ${Valid to}
Header/Consignment/LocationOfGoods/PostcodeAddress/country/_description;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$PostcodeAddress} > ${L_Model$$Country} > ${_ description}
Header/Consignment/LocationOfGoods/PostcodeAddress/country/Lng;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$LocationOfGoods} > ${L_Model$$PostcodeAddress} > ${L_Model$$Country} > ${Description language}
Header/Consignment/DepartureTransportMeans;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$DepartureTransportMeans}
Header/Consignment/DepartureTransportMeans[];${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$DepartureTransportMeans} ${IX_DepartureTransportMeans}
Header/Consignment/DepartureTransportMeans/typeOfIdentification;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$DepartureTransportMeans} ${IX_DepartureTransportMeans} > ${L_Model$$TypeOfIdentification}
Header/Consignment/DepartureTransportMeans/typeOfIdentification/Code;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$DepartureTransportMeans} ${IX_DepartureTransportMeans} > ${L_Model$$TypeOfIdentification} > ${TypeOfIdentification}
Header/Consignment/DepartureTransportMeans/typeOfIdentification/Description;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$DepartureTransportMeans} ${IX_DepartureTransportMeans} > ${L_Model$$TypeOfIdentification} > ${Description}
Header/Consignment/DepartureTransportMeans/typeOfIdentification/ValidFrom;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$DepartureTransportMeans} ${IX_DepartureTransportMeans} > ${L_Model$$TypeOfIdentification} > ${Valid from}
Header/Consignment/DepartureTransportMeans/typeOfIdentification/ValidTo;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$DepartureTransportMeans} ${IX_DepartureTransportMeans} > ${L_Model$$TypeOfIdentification} > ${Valid to}
Header/Consignment/DepartureTransportMeans/typeOfIdentification/Lng;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$DepartureTransportMeans} ${IX_DepartureTransportMeans} > ${L_Model$$TypeOfIdentification} > ${Description language}
Header/Consignment/DepartureTransportMeans/typeOfIdentification/_description;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$DepartureTransportMeans} ${IX_DepartureTransportMeans} > ${L_Model$$TypeOfIdentification} > ${_ description}
Header/Consignment/DepartureTransportMeans/identificationNumber;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$DepartureTransportMeans} ${IX_DepartureTransportMeans} > ${L_Model$$IdentificationNumber}
Header/Consignment/DepartureTransportMeans/nationality;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$DepartureTransportMeans} ${IX_DepartureTransportMeans} > ${L_Model$$Nationality}
Header/Consignment/DepartureTransportMeans/nationality/Code;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$DepartureTransportMeans} ${IX_DepartureTransportMeans} > ${L_Model$$Nationality} > ${Nationality}
Header/Consignment/DepartureTransportMeans/nationality/Description;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$DepartureTransportMeans} ${IX_DepartureTransportMeans} > ${L_Model$$Nationality} > ${Description}
Header/Consignment/DepartureTransportMeans/nationality/ValidFrom;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$DepartureTransportMeans} ${IX_DepartureTransportMeans} > ${L_Model$$Nationality} > ${Valid from}
Header/Consignment/DepartureTransportMeans/nationality/ValidTo;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$DepartureTransportMeans} ${IX_DepartureTransportMeans} > ${L_Model$$Nationality} > ${Valid to}
Header/Consignment/DepartureTransportMeans/nationality/Lng;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$DepartureTransportMeans} ${IX_DepartureTransportMeans} > ${L_Model$$Nationality} > ${Description language}
Header/Consignment/DepartureTransportMeans/nationality/_description;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$DepartureTransportMeans} ${IX_DepartureTransportMeans} > ${L_Model$$Nationality} > ${_ description}
Header/Consignment/CountryOfRoutingOfConsignment;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$CountryOfRoutingOfConsignment}
Header/Consignment/CountryOfRoutingOfConsignment[];${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$CountryOfRoutingOfConsignment} ${IX_CountryOfRoutingOfConsignment}
Header/Consignment/CountryOfRoutingOfConsignment/country;${L_main$$Header} > ${L_Model$$Consignment} > ${L_Model$$CountryOfRoutingOfConsignment} ${IX_CountryOfRoutingOfConsignment} > ${L_Model$$Country}
